BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT
684.09,0.7,3136.61,4378.18,7676.17,4933.47,0.07,0.49,0.89,0.21,29,32,14282.73,123.48,2126.93,0.3,6,Cash Advance User
4751.19,0.26,4540.94,5104.5,1784.36,3918.11,0.74,0.23,0.03,0.89,10,0,4108.49,13856.5,3395.6,0.97,6,One-off Purchaser
2230.03,0.56,4287.51,9324.85,524.55,2359.11,0.85,0.63,0.76,0.8,25,64,4336.2,13786.8,2418.16,0.74,11,One-off Purchaser
925.66,0.53,7725.02,3782.56,9240.09,88.41,0.7,0.1,0.62,0.76,2,70,18695.91,8155.38,2957.62,0.61,11,Moderate User
2709.5,0.14,4811.44,419.47,7918.11,4884.39,0.28,0.59,0.61,0.55,29,36,8619.48,13557.54,2896.59,0.94,9,Installment User
4364.73,0.59,7889.58,7627.54,1026.65,4619.96,0.23,0.99,0.88,0.35,23,39,6216.28,4001.54,3006.23,0.54,8,One-off Purchaser
3661.12,0.31,735.08,5731.58,7769.1,4134.51,0.57,0.75,0.59,0.69,28,62,1865.89,7757.6,4955.96,0.36,12,Cash Advance User
4032.81,0.05,1915.94,8148.76,8440.0,4301.64,0.2,0.9,0.72,0.66,2,51,1701.01,10338.39,1465.46,0.7,8,Cash Advance User
3293.92,0.95,5515.34,755.51,9053.02,6748.18,0.38,0.46,0.65,0.64,18,75,5905.31,7544.01,1537.32,0.24,11,Installment User
3461.38,0.64,9470.88,6212.32,5436.94,2534.96,0.63,0.14,0.07,0.5,3,31,12779.41,12740.91,1810.41,0.52,7,High Spender
4245.98,0.88,747.58,2477.06,7034.12,4402.03,0.28,0.29,0.11,0.26,2,26,12497.54,8129.26,4511.94,0.89,11,Cash Advance User
1248.34,0.68,430.84,9032.69,7622.39,5439.58,0.38,0.05,0.34,0.44,2,41,5284.21,2509.32,2767.64,0.44,6,Cash Advance User
2447.12,0.36,1565.51,1099.1,6886.39,1678.55,0.36,0.5,0.68,0.51,12,51,15109.14,12435.52,4640.87,0.42,10,Installment User
1106.05,0.51,6411.53,8430.69,6468.34,7398.56,0.46,0.65,0.03,0.22,10,28,9762.53,10605.29,3787.64,0.34,8,Cash Advance User
4938.34,0.68,3989.93,885.54,5475.59,5896.98,0.67,0.42,0.77,0.23,18,45,16187.97,7689.52,1256.27,0.66,7,Installment User
4720.3,0.96,8255.52,250.97,4791.95,426.36,0.78,0.56,0.2,0.79,13,65,18563.08,7465.72,2853.64,0.27,11,High Spender
197.13,0.25,719.33,2350.59,9961.25,6920.85,0.67,0.32,0.56,0.32,17,45,5509.28,10364.02,404.05,0.81,7,Cash Advance User
3527.88,0.87,1964.14,3330.45,3375.61,7438.96,0.03,0.09,0.2,0.97,19,82,9518.04,9960.99,2793.6,0.63,7,Cash Advance User
4626.24,0.92,3000.26,6265.29,882.69,6349.36,0.9,0.43,0.18,0.44,18,24,2010.61,3921.14,954.39,0.96,6,One-off Purchaser
902.88,0.67,6267.3,1317.25,7650.37,3409.8,0.58,0.55,0.33,0.61,24,98,15491.09,11245.05,2056.51,0.92,10,Installment User
2839.73,0.93,6851.73,4373.3,2138.24,7955.02,0.92,0.98,0.92,0.5,19,64,7129.03,12821.86,2881.82,0.32,9,Cash Advance User
4577.44,0.4,1242.03,2042.64,5326.93,995.49,0.96,0.35,0.24,0.49,20,56,13373.06,3542.13,961.86,0.82,8,Moderate User
169.73,0.95,9438.05,8553.03,958.02,4292.85,0.47,0.68,0.05,0.89,10,27,8241.84,6746.12,3761.67,0.05,8,High Spender
3487.1,0.7,3410.44,449.67,6192.84,1363.13,0.92,0.82,0.88,0.09,15,17,3708.39,4569.06,2396.39,0.33,7,Installment User
1486.75,0.04,7131.69,3559.38,9440.07,3514.79,0.37,0.34,0.44,0.35,21,62,1134.13,2668.27,4368.16,0.77,12,Moderate User
4621.98,0.91,5242.08,6313.74,7227.05,7419.39,0.26,0.93,0.62,0.29,25,17,13166.8,1382.15,1549.88,0.07,7,Cash Advance User
4855.29,0.48,2227.58,9130.88,2145.35,6354.09,0.07,0.34,0.89,0.33,9,23,18752.41,12435.76,3830.07,0.6,11,Cash Advance User
4721.33,0.46,8462.28,8679.93,9711.38,6256.66,0.45,0.97,0.76,0.91,20,50,18167.38,3394.15,121.42,0.76,11,High Spender
2371.07,0.57,8182.38,8951.92,3070.87,2830.83,0.69,0.0,0.8,0.07,6,28,18870.29,9412.51,2762.41,0.71,12,High Spender
4310.21,0.15,3960.72,628.53,4366.15,7474.16,0.98,0.63,0.48,0.28,4,18,14073.56,6555.15,4230.46,0.78,6,Cash Advance User
4222.75,0.47,5886.08,8409.23,4981.17,2946.09,0.52,0.79,0.69,0.74,0,30,9153.95,7570.71,4154.86,0.16,12,Moderate User
1595.5,0.83,2578.26,7799.13,9907.19,319.79,0.73,0.28,0.96,0.24,29,94,11002.07,8026.44,2829.47,0.32,11,Moderate User
4144.58,0.02,6898.52,9024.32,688.91,5102.41,0.9,0.12,0.89,0.83,28,85,14798.32,9274.96,3104.96,0.76,12,One-off Purchaser
185.04,0.27,3090.27,3115.76,6967.28,2901.18,0.54,0.02,0.61,0.33,7,28,6676.38,11948.52,3832.98,0.59,8,Moderate User
2981.35,0.0,8440.79,9117.65,3619.31,1229.8,0.17,0.07,0.09,0.11,23,19,4639.91,2651.63,2713.38,0.09,12,High Spender
1150.04,0.42,2173.85,4026.41,783.25,7477.26,0.85,0.54,0.98,0.52,12,65,2289.38,4705.45,4007.32,0.92,6,Cash Advance User
602.83,0.73,148.03,6341.0,9350.32,5097.92,0.57,0.84,0.23,0.51,19,67,10057.34,1705.4,3008.91,0.17,6,Cash Advance User
384.77,0.8,2685.08,4241.79,5898.58,7524.24,0.76,0.06,0.36,0.04,26,45,2740.13,10443.72,755.42,0.59,10,Cash Advance User
3481.44,0.95,1910.52,4276.48,7535.18,4663.83,0.66,0.11,0.14,0.72,5,18,9744.92,4696.65,3835.21,0.21,9,Cash Advance User
1699.37,0.61,5082.86,5466.37,2403.85,510.91,0.06,0.01,0.17,0.14,16,6,16443.47,11917.26,1789.83,0.82,6,Moderate User
3623.83,0.25,2037.03,3559.27,7615.41,239.52,0.17,0.28,0.8,0.21,14,41,3907.44,10908.07,4420.74,0.58,10,Moderate User
326.78,0.92,7631.9,7927.37,8284.75,7204.49,0.29,0.92,0.13,0.56,24,15,3290.55,646.71,1925.35,0.41,8,Cash Advance User
1576.45,0.78,2413.71,6336.39,4308.29,309.82,0.28,0.28,0.19,0.89,14,51,5663.21,1528.71,1215.33,0.73,8,Moderate User
2697.46,0.57,7069.68,6897.56,5719.56,4921.41,0.84,0.44,0.17,0.02,5,32,2581.79,9035.82,1514.71,0.35,8,Cash Advance User
3953.62,0.7,5784.71,2310.35,9718.73,2383.81,0.6,0.18,0.37,0.82,6,38,7926.26,10526.24,912.18,0.0,8,Moderate User
1593.76,0.92,9862.5,9695.75,8467.3,5501.27,0.08,0.12,0.69,0.75,0,42,12568.11,5560.73,2242.28,0.09,9,High Spender
3129.46,0.71,9999.01,6601.76,4448.5,2277.78,0.39,0.18,0.64,0.16,10,83,9969.97,2992.02,3740.92,0.06,8,High Spender
4429.89,0.37,8695.26,1971.96,6645.74,297.78,0.56,0.21,0.72,0.37,12,45,14686.15,2376.42,3300.88,0.22,8,High Spender
3079.32,0.71,7599.83,7504.9,7842.31,5846.71,0.25,0.13,0.73,0.91,12,3,3284.73,3607.99,4357.53,0.91,9,Cash Advance User
1164.8,0.04,3864.56,1737.14,243.29,2487.22,0.04,0.79,0.0,0.15,19,14,7465.92,2492.06,102.7,0.19,9,Moderate User
122.0,0.39,7532.77,633.85,5883.66,4406.39,0.38,0.48,0.68,0.11,15,42,8922.0,4818.7,3799.12,0.58,7,Installment User
4350.49,0.41,9566.76,5275.53,9845.29,6190.93,0.46,0.54,0.68,0.74,22,29,9734.17,7358.07,3042.53,0.79,10,High Spender
106.35,0.17,233.78,5535.24,9471.81,5622.59,0.9,0.37,0.06,0.47,3,38,2305.15,10169.15,4823.7,0.74,7,Cash Advance User
4373.51,0.02,5379.15,1889.66,8324.4,2788.57,0.91,0.21,0.43,0.28,15,42,2220.2,13001.49,4155.48,0.33,7,Installment User
2644.69,0.13,2179.98,3483.79,1062.14,5982.61,0.5,0.09,0.08,0.17,16,13,2604.75,10868.69,1403.39,0.48,10,Cash Advance User
4695.34,0.65,5578.76,9457.69,9940.41,7405.45,0.47,0.08,0.19,0.72,29,69,3667.05,9781.45,4320.86,0.08,10,Cash Advance User
3993.92,0.8,4664.47,2850.03,6095.38,4879.8,0.64,0.19,0.49,0.44,15,85,1008.28,11811.62,4377.08,0.1,11,Cash Advance User
4989.67,0.99,5757.69,1555.68,2229.08,5628.05,0.26,0.85,0.01,0.24,2,17,6736.2,13563.43,4123.42,0.25,11,Cash Advance User
1753.56,0.35,5509.62,9925.62,6742.69,6927.27,0.29,0.22,0.09,0.94,20,45,8815.97,3447.96,2628.28,0.15,7,Cash Advance User
3835.94,0.6,9601.07,3023.06,8565.24,6749.12,0.0,0.35,0.08,0.56,2,78,11425.4,9337.44,4247.18,0.07,12,High Spender
2009.65,0.94,5521.86,6802.54,1123.28,2812.81,0.08,0.57,0.12,0.35,5,20,1519.73,565.72,1576.46,0.26,11,One-off Purchaser
2399.38,0.17,8462.32,2315.6,9164.38,7933.6,0.18,0.51,0.05,0.72,23,99,9455.17,14874.93,1743.65,0.53,10,High Spender
3137.53,0.72,3198.2,5501.21,9202.04,228.53,0.64,0.67,0.61,0.5,6,75,18822.69,12867.89,3240.73,0.21,6,Moderate User
4368.39,0.75,4381.01,3862.82,134.64,7893.66,0.21,0.19,0.18,0.01,6,90,15273.99,5535.95,136.55,0.28,6,Cash Advance User
4920.42,0.09,4704.13,9615.79,9003.19,1967.98,0.12,0.52,0.86,0.84,12,60,7101.38,9229.3,3255.35,0.82,7,Moderate User
3841.37,0.86,2787.28,4328.06,9468.18,3523.5,0.62,0.77,0.88,0.07,2,74,10998.53,8179.23,1602.4,0.75,11,Moderate User
2088.83,0.81,3797.9,5841.74,376.92,7069.51,0.65,0.39,0.69,0.99,15,94,14273.57,12662.44,4479.1,0.03,7,One-off Purchaser
2106.79,0.03,5985.13,9447.66,2941.66,1954.63,0.06,0.97,0.06,0.35,10,64,3935.37,7176.05,2065.42,0.08,10,Moderate User
3687.91,0.09,5801.88,9892.34,3731.08,1798.25,0.77,0.58,0.89,0.52,24,24,2370.45,1971.97,3742.93,0.93,12,Moderate User
1193.89,0.05,6364.35,1016.58,3488.9,5144.87,0.61,0.67,0.42,1.0,19,88,12759.33,7203.7,1363.16,0.36,9,Cash Advance User
552.37,0.33,3518.18,8343.21,7590.03,5643.6,0.4,0.46,0.18,0.27,7,80,15003.37,1775.31,1646.26,0.02,8,Cash Advance User
1773.11,0.51,3158.31,3821.16,3581.04,59.77,0.98,0.86,0.78,0.46,25,70,10769.91,12114.18,927.43,0.39,8,Moderate User
1436.19,0.53,6116.18,5948.29,9565.79,3603.55,0.01,0.45,0.35,0.75,18,31,14213.28,2494.55,1205.38,0.76,9,Moderate User
1481.54,0.27,1328.62,3750.48,9949.93,3912.87,0.54,0.94,0.51,0.47,13,47,14661.05,5537.83,540.07,0.9,9,Moderate User
1168.04,0.91,2530.32,4011.16,3168.19,2174.68,0.16,0.31,0.74,0.33,9,88,13237.65,1589.77,3084.82,0.7,9,Moderate User
210.47,0.37,421.28,1588.58,5088.01,4368.88,0.33,0.87,0.1,0.12,0,81,18796.5,5678.74,4201.12,0.27,6,Installment User
89.37,0.05,726.11,5727.66,5577.06,1236.62,0.13,0.64,0.17,0.51,18,34,11184.83,14450.04,1419.38,0.99,7,Moderate User
4938.61,0.3,2433.83,5467.16,5794.03,2588.85,0.67,0.8,0.97,0.55,24,89,2082.03,13944.36,1509.93,0.15,8,Moderate User
2138.87,0.53,195.29,1893.56,3742.09,5705.91,0.4,0.04,0.71,0.23,1,75,11738.19,8448.42,4545.26,0.37,10,Cash Advance User
1921.63,0.41,2454.11,5417.3,1659.94,6990.29,0.99,0.28,0.23,0.33,28,77,13148.39,9574.85,454.19,0.36,12,One-off Purchaser
3398.24,0.27,6549.76,9731.02,545.61,4715.03,0.65,0.85,0.57,0.3,18,7,7474.91,5281.59,458.28,0.49,9,One-off Purchaser
1091.27,0.13,611.07,7144.09,1063.49,598.76,0.92,0.32,0.19,0.43,24,21,9982.76,3156.95,3853.14,0.12,7,One-off Purchaser
4749.81,0.82,4367.37,4809.83,9012.91,5429.97,0.24,0.71,0.87,0.8,21,75,15639.36,4171.18,1253.53,0.61,8,Cash Advance User
3931.73,1.0,9131.09,9160.84,2803.75,7180.78,0.32,0.99,0.45,0.33,25,31,14657.98,1188.81,2655.34,0.64,8,High Spender
447.06,0.33,7912.85,5753.14,768.23,4034.51,0.36,0.18,0.81,0.27,26,45,4374.56,6678.38,2289.26,0.45,7,One-off Purchaser
2087.9,0.38,3054.38,1350.48,6235.3,3949.54,0.84,0.42,0.97,0.84,6,12,5520.98,1279.92,2775.41,0.1,6,Installment User
4395.59,0.62,9248.05,5475.1,753.07,7931.31,0.21,0.17,0.98,0.81,9,32,11842.29,5586.08,427.12,0.76,9,High Spender
4723.66,0.72,3296.46,1809.73,700.53,5090.38,0.95,0.15,0.14,0.79,5,0,8416.96,12765.86,1898.2,0.93,10,Cash Advance User
2337.01,0.39,725.15,7675.05,6215.71,6448.23,0.04,0.63,0.94,0.74,14,91,15259.31,5863.12,3201.55,0.35,8,Cash Advance User
3067.06,0.9,9940.56,9671.74,5913.95,5171.95,0.89,0.19,0.27,0.89,20,66,2924.59,6532.72,1119.07,0.24,11,High Spender
835.17,0.56,8700.23,3608.19,414.77,1767.33,0.45,0.48,0.36,0.71,26,79,7186.32,7904.36,751.32,0.95,10,High Spender
4955.84,0.45,4659.33,4349.18,4604.78,2272.63,0.53,0.98,0.06,0.17,16,49,7985.27,4715.47,2195.0,0.14,12,Moderate User
1158.36,0.65,6663.77,4214.96,4357.68,5325.65,1.0,0.33,0.65,0.03,0,31,9182.5,1232.71,4718.26,0.48,7,Cash Advance User
4713.66,0.95,6712.28,2853.0,5466.89,3648.57,0.87,0.87,0.64,0.18,22,9,15560.22,11423.48,4742.3,0.69,11,Moderate User
3248.23,0.79,1944.82,7941.8,7378.45,3234.78,0.9,0.4,0.78,0.36,6,0,1351.29,3616.78,4249.86,0.04,11,Moderate User
3038.68,0.04,2000.49,6177.28,2828.0,179.62,0.59,0.26,0.95,0.05,8,70,3747.47,2179.12,1288.22,0.81,12,Moderate User
2563.44,0.33,4695.81,640.52,4327.8,7074.95,0.96,0.34,0.43,0.76,8,46,11472.56,1310.99,3468.57,0.67,11,Cash Advance User
1153.35,0.47,9115.73,8388.06,7927.43,7075.98,0.69,0.13,0.41,0.64,18,6,10248.54,10204.01,4810.05,0.75,10,High Spender
882.64,0.31,99.94,1870.88,9225.56,3687.77,0.82,0.68,0.64,0.72,28,61,19078.03,257.62,3397.79,0.21,6,Installment User
1102.43,0.7,7825.06,9791.51,8913.23,5605.91,0.72,0.51,0.67,0.1,20,51,2061.09,8901.29,3056.03,0.27,9,Cash Advance User
932.19,0.83,575.27,3766.63,4776.31,1422.55,0.78,0.61,0.45,0.33,16,67,6633.77,5226.14,586.31,1.0,10,Moderate User
3897.92,0.73,4782.22,6164.5,5208.66,4030.49,0.64,0.3,0.92,0.46,6,3,15779.44,7602.6,3741.04,0.36,11,Cash Advance User
1750.63,0.99,6378.73,778.24,5291.05,3510.93,0.73,0.65,0.05,0.6,13,56,19265.92,13610.72,3837.93,0.02,9,Installment User
289.21,0.27,6867.59,3446.63,8687.16,5252.91,0.44,0.16,0.76,0.8,6,88,19890.58,11.09,855.95,0.35,7,Cash Advance User
4845.51,0.87,584.79,8023.54,8399.4,3757.17,0.71,0.65,0.21,0.98,24,4,6542.22,9527.95,1992.64,0.38,10,Moderate User
4418.93,0.77,4186.04,4772.08,3115.33,3987.47,0.28,0.08,0.5,0.08,24,70,12317.47,13405.84,2839.3,0.88,8,Moderate User
4638.76,0.36,5838.37,9046.03,1628.5,2365.7,0.63,0.4,0.85,0.64,16,54,19197.4,3666.0,1238.74,0.28,11,One-off Purchaser
4974.54,0.73,660.46,5751.38,3789.75,387.39,0.52,0.61,0.33,0.13,10,66,19567.88,1745.83,4914.37,0.79,6,Low Usage
869.48,0.1,1350.95,9285.72,2884.06,7336.21,0.9,0.86,0.9,0.3,20,56,3238.55,5842.76,833.21,0.11,8,Cash Advance User
1981.21,0.79,6636.49,9826.1,9507.81,97.85,0.67,0.81,0.45,0.77,19,98,7734.32,14267.61,4824.73,0.51,8,Moderate User
3791.19,0.53,5216.38,4538.95,2659.16,2250.6,0.6,0.53,0.7,0.99,3,74,14938.88,8754.0,826.27,0.41,8,Moderate User
3480.1,0.29,1618.29,5651.57,1812.07,3580.89,0.31,0.88,0.72,0.53,28,75,11621.28,14205.41,2474.76,0.33,11,One-off Purchaser
769.48,0.66,5352.39,8349.21,8994.79,2552.74,0.86,0.51,0.26,0.35,5,38,11946.18,4054.73,4935.65,0.78,10,Moderate User
4079.17,0.64,9126.92,2215.33,864.79,4415.34,0.05,0.52,0.9,0.21,5,79,9180.83,10819.36,975.34,0.6,9,High Spender
1122.2,0.21,155.88,8616.3,2602.66,3692.9,0.9,0.72,0.12,0.78,8,42,17041.44,4128.17,3687.96,0.95,10,Moderate User
1119.09,0.03,6426.34,5919.2,4391.11,2043.81,0.65,0.88,0.59,0.9,11,70,2225.3,7739.64,2551.67,0.36,11,Moderate User
2684.87,0.43,736.5,7255.0,5951.07,704.16,0.19,0.6,0.93,0.85,2,84,5355.41,13565.7,2110.12,0.12,11,Low Usage
2964.7,0.57,64.49,798.54,3276.73,1100.28,0.9,0.94,0.03,0.51,8,9,14359.57,1322.99,2083.0,0.24,6,Moderate User
2900.43,0.88,1506.54,7661.88,4962.34,3890.56,0.33,0.23,0.53,0.59,28,81,16567.32,4440.31,2787.6,0.68,10,Moderate User
457.43,0.93,4229.07,3107.87,1988.31,6767.56,0.17,0.92,0.25,0.84,12,28,19442.54,5319.26,3834.39,0.66,9,Cash Advance User
4387.3,0.53,8023.44,8052.32,5742.74,805.11,0.32,0.22,0.19,0.93,25,25,6625.88,876.9,1630.25,0.63,10,High Spender
1328.0,0.75,2817.85,5091.53,4078.17,5417.65,0.96,0.53,0.23,0.94,26,29,5186.29,3555.04,4978.95,0.72,6,Cash Advance User
647.57,0.44,6256.73,2746.14,8492.6,6336.73,0.75,0.8,0.9,0.69,2,64,5909.55,944.74,4534.46,0.11,11,Cash Advance User
4443.74,0.75,4111.57,9527.6,4157.34,2214.18,0.92,0.8,0.43,0.19,9,37,5737.27,4415.49,2457.92,0.29,11,Moderate User
4778.26,0.2,2343.32,7650.62,4438.15,5345.92,0.3,0.28,0.24,0.31,21,14,10057.81,417.54,2673.6,0.57,6,Cash Advance User
4310.64,0.37,5142.47,9856.86,5921.75,5493.26,0.08,0.99,0.93,0.27,25,88,6390.88,579.64,3620.36,0.44,11,Cash Advance User
4047.58,0.63,7974.64,3644.7,1231.7,5662.34,0.56,0.08,0.32,0.17,9,18,3645.39,3523.92,1473.0,0.51,11,Cash Advance User
3276.21,0.02,8324.92,6492.2,1567.95,7126.47,0.48,0.03,0.72,0.25,29,27,2019.76,5681.78,2494.18,0.21,11,High Spender
2754.29,0.72,8465.2,6115.89,7902.38,3188.21,0.72,0.84,0.54,0.87,22,96,5860.75,5974.74,1719.57,0.61,8,High Spender
434.93,0.84,3385.58,6875.57,2734.19,1949.51,0.54,0.82,0.68,0.77,5,14,16532.77,5263.1,2125.33,0.34,7,Moderate User
2042.27,0.4,7934.56,383.17,6846.97,4350.76,0.4,0.71,0.18,0.04,23,77,17046.12,7704.14,4010.3,0.8,7,Installment User
1863.44,0.45,2121.78,2917.19,974.27,500.39,0.0,0.85,0.68,0.15,5,60,12229.83,13699.12,2533.61,0.59,9,Moderate User
1298.77,0.85,7384.25,9093.38,8218.47,2671.37,0.47,0.14,0.91,0.98,15,37,8518.56,6869.05,4173.47,1.0,11,Moderate User
3617.1,0.78,9483.84,4238.2,9882.28,7065.8,0.12,0.1,0.1,0.23,14,98,6062.51,1499.19,963.03,0.59,6,High Spender
2479.38,0.29,137.44,9606.44,3736.91,4256.46,0.92,0.97,0.33,0.63,14,31,1749.34,10225.84,3317.19,0.05,10,Cash Advance User
405.23,0.32,4403.64,2135.03,5055.3,3493.4,0.92,0.62,0.97,0.21,2,77,19817.18,14332.64,4309.33,0.22,10,Moderate User
1100.92,0.68,6477.71,9974.24,4427.12,2125.47,0.8,0.92,0.23,0.23,1,76,8252.58,2932.88,933.77,0.25,10,Moderate User
3416.29,0.56,7017.76,6975.81,8941.88,2003.01,0.16,0.91,0.06,0.5,14,40,8085.52,2904.33,2397.86,0.03,10,Moderate User
380.65,0.16,1760.88,7763.93,99.34,1892.9,0.15,0.65,0.06,0.49,18,84,8551.32,3770.17,4527.68,0.92,7,One-off Purchaser
4256.03,0.31,9721.83,3968.61,6534.59,6633.87,0.56,0.63,0.28,0.65,29,75,15759.54,739.75,4758.08,0.63,6,High Spender
2475.73,0.9,6152.65,9070.08,6523.68,7880.16,0.73,0.36,0.49,0.17,1,14,13509.28,12091.1,3822.3,0.81,11,Cash Advance User
2402.93,0.69,1643.41,5454.63,3823.85,4278.39,0.9,0.15,0.27,0.26,19,87,18921.7,5715.22,3290.98,0.59,6,Cash Advance User
2962.04,0.99,205.23,6809.38,2193.34,638.67,0.89,0.69,0.28,0.62,29,83,2416.78,11618.96,868.15,0.86,9,Low Usage
4123.4,0.77,7832.64,948.08,2396.83,6008.31,0.16,0.82,0.83,0.1,20,62,19256.47,9392.25,4881.43,0.63,10,Cash Advance User
1739.05,0.94,797.05,6316.81,8004.64,7016.44,1.0,0.54,0.77,0.91,2,0,12200.65,1683.06,78.54,0.08,8,Cash Advance User
3390.08,0.22,1410.51,8790.79,661.03,7449.83,0.16,0.05,0.31,0.18,0,42,18659.24,8186.67,2698.67,0.03,6,One-off Purchaser
2828.66,0.77,5748.3,1782.83,5638.24,5030.2,0.84,0.14,0.34,0.44,16,13,15515.0,10743.39,932.37,0.44,9,Installment User
1335.14,0.02,6035.06,7377.26,3068.41,4055.05,0.59,0.1,0.97,0.11,1,1,19740.22,728.65,4729.51,0.64,11,Cash Advance User
4393.15,0.67,6868.87,254.01,2652.48,4964.22,0.68,0.66,0.95,0.68,7,7,5046.8,6315.33,3306.39,0.85,7,Cash Advance User
3987.13,0.47,3935.14,9262.03,5057.38,103.61,0.6,0.56,0.97,0.33,22,10,10892.81,12151.43,4391.44,0.9,11,Moderate User
3292.26,0.35,7738.99,9829.17,8978.62,5243.36,0.87,0.47,0.94,0.07,15,19,18833.86,14737.94,2164.09,0.82,8,Cash Advance User
4252.91,0.86,9743.59,3541.8,6180.92,5677.17,0.64,0.54,0.63,0.59,22,43,3612.69,10472.12,3689.92,0.11,9,High Spender
4336.47,0.85,2710.95,1070.74,7886.11,5776.24,0.85,0.28,0.31,0.98,1,58,15820.59,4646.47,3521.64,0.76,11,Installment User
3541.81,0.02,7030.29,6585.76,6006.84,4504.57,0.15,0.8,0.97,0.87,18,16,18365.16,4211.68,4309.13,0.35,7,Cash Advance User
4185.07,0.61,9284.69,298.35,6977.16,5600.35,0.87,0.33,0.74,0.7,27,11,8123.83,8798.6,218.91,0.86,11,High Spender
3487.36,0.37,6862.87,4824.86,4324.08,5110.66,0.99,0.64,0.71,0.01,0,83,9418.18,13999.54,2688.27,0.83,7,Cash Advance User
3400.7,0.42,6811.09,2717.79,9259.82,924.23,0.66,0.39,0.8,0.86,6,73,16809.03,3417.78,3772.37,0.65,8,Moderate User
3093.06,0.83,2237.73,4733.39,5019.39,7186.93,0.98,0.07,0.6,0.9,26,20,11761.84,3460.24,4917.4,0.92,6,Cash Advance User
3763.58,0.31,5351.3,182.76,5517.75,4981.82,0.22,0.26,0.58,0.04,21,66,10091.63,7688.46,3535.0,0.54,10,Installment User
793.03,0.94,5625.23,516.12,5249.66,5822.35,0.83,0.97,0.36,0.12,0,3,6207.3,8635.54,2989.58,0.24,7,Installment User
4404.35,0.18,7001.3,159.76,3161.89,2743.1,0.17,0.19,0.15,0.45,4,87,11186.21,14052.79,2573.76,0.65,6,Moderate User
4359.22,0.66,9968.21,6191.32,2312.38,7353.92,0.52,0.1,0.44,0.4,17,53,8141.62,4846.23,1586.0,0.19,12,High Spender
146.24,0.67,336.44,5600.93,738.35,4020.93,0.66,0.29,0.52,0.29,5,26,9951.4,6415.23,680.26,0.76,11,One-off Purchaser
4129.08,0.25,652.33,2331.58,7181.75,5432.05,0.66,0.88,0.88,0.2,2,94,17152.22,5353.37,4612.45,0.88,10,Cash Advance User
644.35,0.32,779.5,6466.43,2892.75,7617.46,0.67,0.31,0.4,0.55,17,73,17066.02,11004.99,923.67,0.67,7,Cash Advance User
1675.59,0.83,7429.79,8842.07,3891.98,7328.66,0.32,0.42,0.88,0.77,2,67,1398.92,5337.03,3592.98,0.49,11,Cash Advance User
3717.54,0.76,1363.54,2773.22,9199.28,5158.39,0.97,0.31,0.32,0.94,15,75,11371.29,6529.91,3946.48,0.95,11,Cash Advance User
803.8,0.33,6224.52,8319.94,5664.47,1325.93,0.01,0.99,0.94,0.3,14,78,19063.89,5469.92,4292.19,0.79,10,Moderate User
4089.84,0.53,3246.69,6625.09,970.78,7604.55,0.62,1.0,0.04,0.7,25,89,9474.59,418.74,1596.16,0.46,11,One-off Purchaser
4160.67,0.06,4573.2,338.2,7996.12,7873.09,0.87,0.48,0.53,0.79,1,33,3097.76,8129.87,4428.62,0.55,7,Installment User
2537.34,0.21,2156.63,3751.5,2561.31,827.17,0.89,0.78,0.32,0.48,2,0,1214.33,5913.29,2532.72,0.72,12,Moderate User
31.93,0.49,8661.07,5077.57,5527.06,3602.38,0.72,0.22,0.29,0.92,4,58,8754.99,1941.7,881.81,0.44,6,High Spender
1435.19,0.09,5861.5,7316.99,5099.81,4386.04,0.57,0.37,0.08,0.02,7,51,17661.63,9009.81,515.15,0.4,11,Cash Advance User
3084.63,0.84,9445.63,2871.31,2380.79,736.65,0.46,0.68,0.68,0.9,8,44,17961.72,10340.23,459.94,0.87,12,High Spender
4905.93,0.72,5745.96,9827.3,1157.71,1517.44,0.45,0.29,0.39,0.89,10,17,13571.57,7676.99,3255.98,0.36,10,One-off Purchaser
3159.07,0.94,1239.08,6845.4,2112.62,4301.64,0.43,0.22,0.95,0.14,13,72,19106.06,3727.92,3613.01,0.99,11,Cash Advance User
1299.02,0.69,1708.7,3728.14,973.38,7704.72,0.7,0.92,0.71,0.44,4,49,2372.97,8007.66,2301.31,0.34,8,Cash Advance User
3170.03,0.94,9890.74,970.25,2756.28,222.48,0.73,0.24,0.44,0.52,27,33,8039.39,4165.53,896.25,0.75,6,High Spender
2699.93,0.55,7255.65,1813.68,9972.98,7299.54,0.51,0.06,0.63,0.4,21,53,16060.04,2252.11,4744.86,0.51,8,Installment User
3899.23,0.6,492.79,4876.08,4020.92,7188.87,0.74,0.75,0.07,0.9,17,53,16957.69,1445.49,2083.59,0.06,10,Cash Advance User
534.9,0.98,7037.81,4946.95,8638.88,6857.43,0.53,0.24,0.59,0.71,17,51,2738.38,2534.82,384.65,0.8,10,Cash Advance User
